,property,l0,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,l28,l29,l30,l31,l32,l33,l34,l35,l36,l37,l38,l39,l40,l41,l42,l43,l44,l45,l46,l47,l48,l49,l50,l51,l52,l53,l54,l55,l56,l57,l58,l59,l60,l61,l62,l63,l64,l65,l66,l67,l68,l69,l70,l71,l72,l73,l74,l75,l76,l77,l78,l79,l80,l81,l82,l83,l84,l85,l86,l87,l88,l89,l90,l91,l92,l93,l94,l95,l96,l97,l98,l99,l100,l101,l102,l103,l104,l105,l106,l107,l108,l109,l110,l111,l112,l113,l114,l115,l116,l117,l118,l119,l120,l121,l122,l123,l124,l125,l126,l127,l128,l129,l130,l131,l132,l133,l134,l135,l136,l137,l138,l139,l140,l141,l142,l143,l144,l145,l146,l147,l148,l149,l150,l151,l152,l153,l154,l155,l156,l157,l158,l159,l160,l161,l162,l163,l164,l165,l166,l167,l168,l169,l170,l171,l172,l173,l174,l175,l176,l177,l178,l179,l180,l181,l182,l183,l184,l185,l186,l187,l188,l189,l190,l191,l192,l193,l194,l195,l196,l197,l198,l199,l200,l201,l202,l203,l204,l205,l206,l207,l208,l209,l210,l211,l212,l213,l214,l215,l216,l217,l218,l219,l220,l221,l222,l223,l224,l225,l226,l227
90919011058,20.4,0.57058257,0.56327415,0.56375086,0.55678767,0.55815774,0.5552962,0.5507232,0.54079026,0.5389106,0.5367365,0.5308237,0.5240142,0.5197312,0.5127575,0.50865394,0.50577354,0.502576,0.49898008,0.49763632,0.49910668,0.4978083,0.49947163,0.5004332,0.50261015,0.5057241,0.5076586,0.51039207,0.51500607,0.51872075,0.5228411,0.525213,0.5286876,0.53399783,0.53591865,0.5400079,0.5439536,0.5472059,0.54881346,0.5524763,0.5542395,0.55516225,0.5566795,0.55814546,0.5585929,0.561013,0.56034315,0.5620778,0.5608223,0.5604306,0.5614429,0.5604281,0.5594951,0.55864954,0.5571037,0.55653226,0.554813,0.5523971,0.5486963,0.5453192,0.5376793,0.53006864,0.52094483,0.510927,0.49997786,0.49146166,0.48458618,0.47897196,0.47483712,0.4721464,0.47016835,0.4693173,0.46807116,0.46593913,0.46470153,0.463594,0.46115398,0.46163347,0.46069697,0.46007875,0.46096313,0.4601238,0.46077195,0.46061417,0.46229687,0.4625741,0.4623268,0.46445677,0.4643626,0.4653762,0.4662988,0.46666715,0.46801534,0.46749356,0.46830714,0.46903512,0.46904948,0.46880302,0.46858668,0.46910906,0.46795338,0.46670994,0.46628344,0.46459752,0.46206498,0.45988566,0.45802572,0.45498404,0.45147905,0.44847304,0.443997,0.4402361,0.43473792,0.42966506,0.42279235,0.41741732,0.4129944,0.4070072,0.40180972,0.39773375,0.39382842,0.38971937,0.3862117,0.38202217,0.37874326,0.3739947,0.3687313,0.36161774,0.3534525,0.34402066,0.32913104,0.31631243,0.30390316,0.29290983,0.28208393,0.27265286,0.26547086,0.25894588,0.25362304,0.24909903,0.2462036,0.24299864,0.24173304,0.23960689,0.23829922,0.23719038,0.23628777,0.23600996,0.23550239,0.2355135,0.23458247,0.23545478,0.23553158,0.23613447,0.23614165,0.23740509,0.23807386,0.23944114,0.24065156,0.24200566,0.24316746,0.24548118,0.2470413,0.24902964,0.2501721,0.25273192,0.2534916,0.25658822,0.2579883,0.25926962,0.26163536,0.26307335,0.26546097,0.2679977,0.26924458,0.271132,0.27260038,0.27529868,0.27756697,0.27882466,0.28066656,0.28228572,0.28457612,0.2853038,0.28772914,0.28870025,0.28949428,0.29070705,0.29244456,0.2942483,0.29576048,0.29697046,0.29945448,0.3003571,0.30045593,0.3031364,0.30430862,0.30534455,0.3067451,0.3074609,0.30788976,0.30875465,0.31101498,0.31183326,0.31319058,0.3135314,0.31372252,0.31615296,0.31571394,0.3169913,0.31798372,0.3190247,0.320774,0.32297912,0.3265135,0.3312112,0.3383731,0.34655693,0.35393056,0.36305827,0.36808366,0.3705895,0.37140262,0.3653315,0.3635073,0.36375257,0.35350376,0.3618286,0.35658735
90919011117,19.4,0.6425347,0.62905985,0.62030166,0.6210324,0.6124829,0.61533713,0.6096194,0.6035101,0.60059094,0.5930833,0.5878047,0.5820109,0.57578444,0.5683321,0.5618045,0.55753773,0.55253685,0.5510951,0.5500739,0.54817194,0.54637396,0.5470946,0.54782546,0.54757524,0.5498161,0.55166084,0.553279,0.5561502,0.55838495,0.560279,0.5632413,0.56524533,0.56868243,0.57157487,0.57361245,0.57706606,0.5790542,0.58210856,0.5839916,0.5851182,0.58729625,0.5873182,0.58953816,0.5899348,0.5899371,0.5904234,0.5918207,0.5907288,0.5910617,0.5926599,0.5913046,0.59024584,0.5904798,0.58995324,0.5887408,0.58700573,0.5859675,0.58170646,0.57763344,0.5721903,0.56352013,0.5549803,0.54382914,0.53412277,0.5263568,0.52028686,0.5135444,0.51026785,0.5082598,0.50635403,0.5057376,0.5039858,0.5033238,0.5015476,0.50030506,0.50033975,0.49967033,0.49870428,0.4990913,0.499802,0.49942824,0.5004445,0.50100976,0.5017969,0.5019693,0.5036512,0.5040528,0.50452757,0.504937,0.50477195,0.505643,0.50561166,0.50561035,0.506398,0.50712055,0.50570893,0.5059015,0.50508034,0.5040257,0.50409496,0.50251544,0.5008704,0.4995246,0.49628356,0.49321285,0.49039412,0.48756477,0.4838537,0.48016107,0.4754242,0.47056353,0.46550086,0.45980513,0.4522065,0.44678238,0.441391,0.43621632,0.43071842,0.42625654,0.42176324,0.4172189,0.41339165,0.40982938,0.40558663,0.40069422,0.39512286,0.3884704,0.38061625,0.37136126,0.35655594,0.34493354,0.33311892,0.32187894,0.31185046,0.30244952,0.29484907,0.28860855,0.2831298,0.27881035,0.27559954,0.27334288,0.27181196,0.2695454,0.26774678,0.26712167,0.26641852,0.265761,0.2656847,0.26538098,0.26513624,0.2652322,0.2648269,0.26538122,0.26658374,0.26649502,0.26760787,0.26895362,0.27056116,0.27137932,0.2733605,0.27538472,0.27656507,0.2783214,0.28028342,0.2818724,0.28406492,0.2849764,0.2870205,0.28953472,0.29081747,0.2932005,0.29412317,0.29600072,0.29815748,0.29966798,0.3014246,0.3026019,0.30527955,0.30642915,0.30836657,0.3095591,0.31096286,0.31326222,0.313987,0.31498626,0.31722766,0.31761986,0.3197668,0.32071474,0.32323793,0.32259354,0.32495624,0.32583597,0.32722756,0.3286336,0.33011886,0.33039966,0.3324909,0.33202487,0.33401865,0.3350525,0.3360038,0.3364569,0.33700347,0.33705434,0.3378225,0.33886492,0.3390017,0.33949795,0.33980566,0.34071594,0.34145135,0.34377745,0.34776604,0.35220823,0.3604327,0.36703128,0.37688914,0.3824064,0.38606742,0.3860304,0.38945228,0.39386952,0.39287478,0.38373694,0.3726966,0.38208446,0.36923528
90919011137,18,0.7230715,0.72151214,0.7142032,0.71340185,0.70798093,0.69966,0.6910926,0.6868088,0.68466353,0.6795067,0.6713977,0.66485757,0.66154003,0.6533489,0.6480745,0.6425597,0.6380464,0.6362208,0.6340516,0.63311595,0.6330459,0.6339553,0.63715756,0.6390336,0.6410743,0.64224267,0.646795,0.649504,0.6543913,0.65857613,0.66148514,0.665193,0.6689953,0.6715939,0.67461693,0.6798156,0.6832649,0.68454623,0.6878566,0.6901141,0.6913212,0.69362676,0.6950169,0.6959828,0.6959849,0.6975973,0.6978507,0.6993602,0.697996,0.6989171,0.6984309,0.6979519,0.6969969,0.6951568,0.6953188,0.6922197,0.6905863,0.68610144,0.6823417,0.673253,0.6637913,0.6527313,0.64180905,0.6288022,0.6191485,0.6097032,0.6018715,0.5974754,0.5950495,0.5913802,0.5907959,0.58840185,0.5879892,0.58608425,0.58404183,0.5818642,0.5809462,0.58005166,0.58006245,0.5802919,0.58041406,0.58093846,0.5809975,0.5827206,0.5834857,0.5855529,0.5856998,0.5878515,0.58843666,0.589525,0.5901861,0.5905927,0.5910371,0.5921296,0.5927036,0.5928077,0.5929005,0.5925761,0.59242773,0.5917848,0.5915567,0.5887258,0.58794904,0.5850923,0.5819853,0.5800119,0.5756566,0.5716176,0.56714326,0.5623332,0.55719644,0.55036736,0.5442646,0.53578836,0.52887666,0.5216238,0.5157083,0.5092889,0.5033828,0.49797752,0.4936166,0.48884594,0.4835052,0.4791705,0.47270176,0.46557498,0.45794597,0.447662,0.43607062,0.41739398,0.4016702,0.38688615,0.3729324,0.35894522,0.34671637,0.3367005,0.32813746,0.32070455,0.31542948,0.3106706,0.30701202,0.30450752,0.30203885,0.300094,0.2989164,0.2977429,0.296781,0.2968409,0.29674265,0.29603887,0.29593715,0.2963646,0.29806834,0.29816347,0.29885778,0.2994799,0.30111873,0.30289057,0.30479282,0.30734724,0.30923876,0.312266,0.31344628,0.31682533,0.31910548,0.32057837,0.32364678,0.3260577,0.32816482,0.331319,0.33360365,0.335567,0.33807296,0.3407496,0.3429504,0.3451014,0.34756663,0.3497372,0.35180715,0.35464314,0.35665375,0.3579081,0.35973632,0.36137727,0.36396876,0.36526623,0.3673286,0.36862415,0.37096062,0.3724287,0.37398046,0.37662607,0.3774766,0.3789761,0.3814056,0.38156226,0.38308337,0.38418338,0.3864876,0.38797978,0.38942525,0.3899806,0.39215955,0.3923711,0.3922804,0.39431858,0.39494315,0.3950609,0.39625695,0.39633334,0.39904276,0.3988792,0.40232086,0.40606132,0.41060588,0.42080584,0.43024656,0.44129604,0.4514834,0.4593196,0.46263972,0.46425542,0.45985976,0.46078166,0.4550813,0.45176533,0.44492584,0.44426557
90919011153,18.2,0.7466526,0.7436292,0.7272234,0.73124236,0.71979445,0.7180385,0.71286446,0.7040115,0.7019012,0.6937984,0.6841098,0.6794268,0.67314637,0.66515046,0.65692484,0.6512906,0.64621264,0.6421204,0.6385957,0.63575965,0.63257915,0.6322033,0.6314271,0.63255996,0.63279825,0.6339764,0.6361931,0.6380666,0.64063406,0.6428587,0.6445784,0.64641255,0.6499019,0.65272665,0.6550934,0.6585311,0.6601072,0.6626413,0.6652211,0.6667743,0.6686862,0.67032605,0.6719069,0.6732761,0.6744465,0.6759825,0.6757853,0.67751104,0.6772892,0.67837304,0.67840636,0.6768281,0.6774523,0.6768568,0.6756198,0.67543185,0.6734664,0.67103064,0.66747004,0.6612962,0.6537052,0.64518595,0.6351383,0.62539655,0.61592954,0.60931575,0.6024509,0.60009515,0.5975801,0.59575516,0.59498143,0.5946402,0.5938252,0.592286,0.5919785,0.59091234,0.59035707,0.58909893,0.5892738,0.5885294,0.5897839,0.5911113,0.5908035,0.59141076,0.59243745,0.593711,0.5931139,0.5940539,0.59453493,0.59566593,0.5960282,0.5957781,0.59702337,0.59623253,0.59616107,0.5948984,0.5947618,0.593445,0.59221184,0.59172076,0.59028876,0.5881471,0.5860383,0.5829543,0.5799763,0.57683414,0.5731514,0.5686305,0.5639784,0.5588232,0.5532933,0.5473925,0.5405432,0.53167784,0.52480686,0.5188272,0.51224756,0.5059136,0.50022274,0.4949646,0.49053752,0.4853376,0.48052737,0.4764232,0.47096816,0.46437806,0.45768917,0.44804463,0.4376923,0.42040622,0.40536764,0.39114806,0.37631145,0.36310345,0.3503268,0.33913195,0.33051163,0.3226763,0.3164354,0.310911,0.3063022,0.3032211,0.30026028,0.2987127,0.296736,0.29594696,0.2950959,0.29511598,0.2954302,0.29359832,0.2946309,0.2951623,0.2958049,0.29618415,0.2972487,0.29822996,0.30011624,0.3027086,0.30424264,0.30628568,0.30975103,0.31167665,0.3138665,0.3171526,0.31808573,0.32081002,0.32338786,0.32544652,0.32786366,0.3303262,0.33267328,0.3351857,0.3361873,0.33913475,0.3407215,0.34351367,0.34686828,0.3481838,0.34939918,0.35159084,0.35396644,0.35594657,0.35690245,0.3586625,0.36056182,0.3619991,0.36345908,0.36517873,0.36696315,0.3679354,0.3697062,0.37169605,0.372919,0.3740446,0.37618023,0.3767275,0.3776851,0.37989724,0.3811276,0.38190168,0.38307944,0.3840394,0.3855895,0.38598242,0.38644508,0.3886533,0.38804197,0.38822606,0.3882823,0.38990712,0.3898973,0.39018172,0.3942144,0.3968144,0.40225303,0.40818548,0.4186893,0.43101883,0.4376861,0.4458864,0.44699302,0.44763348,0.44813004,0.44262296,0.436148,0.4256969,0.42511433,0.42513692
90919011340,14,0.49179024,0.49459565,0.47999197,0.48419225,0.4775185,0.4759295,0.46864042,0.46694523,0.46122125,0.45725253,0.4523245,0.44972634,0.4453773,0.44013175,0.43493745,0.43039998,0.4256475,0.42544654,0.4251197,0.4223988,0.42240828,0.42281938,0.42258346,0.4253002,0.42696354,0.42912552,0.43045488,0.43283847,0.43610197,0.43758783,0.44114673,0.444234,0.4459243,0.4481425,0.45064262,0.45454934,0.45611703,0.45779926,0.46009877,0.46009082,0.46252546,0.4628329,0.4643853,0.46487653,0.46490118,0.46500662,0.4635102,0.46499118,0.46422774,0.46376947,0.462736,0.4605695,0.460039,0.45945495,0.45747843,0.4565681,0.45386064,0.45137462,0.44677743,0.4408841,0.43455938,0.4257871,0.41714513,0.40757817,0.40131977,0.3948478,0.3886215,0.3854344,0.3843923,0.38171214,0.3804378,0.37932196,0.37886408,0.377305,0.37538192,0.37471133,0.37394232,0.37425792,0.37293237,0.37392983,0.37333253,0.3737065,0.3735542,0.37496382,0.37670183,0.37640035,0.37671384,0.37800333,0.3766791,0.37851548,0.3787589,0.379575,0.37963974,0.3800533,0.38057965,0.38010615,0.37997943,0.38021216,0.37899446,0.3783477,0.3779947,0.37713906,0.3751143,0.3732652,0.3706952,0.36893174,0.36712828,0.36330518,0.360176,0.3569262,0.35278338,0.34883276,0.34375033,0.33773065,0.33325303,0.32876107,0.3244071,0.31940955,0.31582046,0.31224817,0.30873367,0.3061994,0.30174553,0.29913896,0.29439807,0.28942814,0.28347602,0.27703866,0.26887906,0.25464845,0.24370758,0.23289175,0.22146219,0.21295184,0.20348491,0.1964042,0.19058873,0.18513176,0.18151051,0.17751612,0.17489715,0.17364731,0.17126688,0.17038581,0.16963126,0.16864076,0.16827051,0.16748008,0.16741653,0.16806573,0.16733938,0.16751651,0.16777335,0.16879743,0.16895954,0.17016335,0.17065549,0.17171179,0.17382252,0.17500582,0.17674714,0.1780681,0.18022053,0.18167317,0.18300821,0.18492389,0.18691617,0.18811868,0.19075048,0.19176085,0.1940704,0.195544,0.19707966,0.20006098,0.20103046,0.20284402,0.20403259,0.20643505,0.20728762,0.20928544,0.21118604,0.21278606,0.21278803,0.21413662,0.21564798,0.21744351,0.21841204,0.21959622,0.22150782,0.22326279,0.22342381,0.22464672,0.22622249,0.227745,0.22824554,0.22923283,0.23013026,0.23257582,0.23259518,0.2341706,0.2344494,0.23548946,0.23687452,0.23783413,0.23837766,0.24000266,0.23976557,0.24100314,0.2414051,0.24314882,0.24377142,0.24450436,0.2472657,0.2517269,0.25433484,0.26025248,0.2695099,0.27817285,0.2814813,0.2913171,0.29301742,0.2920481,0.29721633,0.29121816,0.2874654,0.28681755,0.27119553,0.27114606
90919011357,14,0.43276867,0.43712032,0.4256112,0.4236473,0.42327818,0.41666666,0.41577235,0.40564954,0.40540865,0.40562978,0.4012076,0.3984976,0.3948117,0.39003775,0.38682178,0.38268715,0.38236415,0.38086617,0.38046026,0.37916127,0.37882772,0.37848425,0.37873432,0.37954223,0.38085464,0.38234848,0.3833672,0.38341427,0.38642564,0.3854678,0.38721314,0.38875514,0.38971877,0.39244804,0.3929102,0.39397094,0.39620826,0.397187,0.3982267,0.39833567,0.3999832,0.40091646,0.40125057,0.40200692,0.40150145,0.40350077,0.4023008,0.40345007,0.40349472,0.40350255,0.40306038,0.40211573,0.40244278,0.40125,0.40104678,0.40148827,0.39877987,0.39668024,0.3969218,0.3926835,0.38865006,0.38324508,0.37965846,0.37451717,0.36972988,0.36736456,0.3632056,0.3622392,0.36041585,0.35939717,0.35884345,0.3579245,0.35764244,0.35662052,0.35643527,0.3549786,0.3546305,0.35476443,0.35462552,0.354071,0.35483533,0.35455912,0.35485482,0.35409737,0.3562317,0.35548493,0.35515732,0.3567598,0.35512206,0.35618195,0.3559906,0.35619962,0.3555405,0.35664496,0.35681206,0.35586268,0.3553377,0.3556186,0.35547158,0.35457024,0.35471448,0.35315472,0.35308158,0.35110417,0.35004598,0.34911487,0.34677175,0.345343,0.34318897,0.34161004,0.33853114,0.3363204,0.33341986,0.3303315,0.32793775,0.32507268,0.32217464,0.31882197,0.31660852,0.31368628,0.31220722,0.31063366,0.30826145,0.30643138,0.30386436,0.30105564,0.29738605,0.2933599,0.2876856,0.2800329,0.27312195,0.26650402,0.25986484,0.2539213,0.24800336,0.24346435,0.23942672,0.23636311,0.23305346,0.23117784,0.22953345,0.2280149,0.22667906,0.22611266,0.22493136,0.22447887,0.22371018,0.22382535,0.22420715,0.22320978,0.22358501,0.2239341,0.224098,0.22434391,0.2241889,0.22452864,0.22578214,0.22625339,0.22787403,0.227872,0.22930013,0.23029093,0.2312988,0.23263606,0.2339907,0.2345355,0.23583564,0.23743235,0.2382302,0.23954599,0.24070244,0.24284343,0.24300043,0.24506024,0.24542814,0.24624974,0.24698706,0.24875844,0.24968676,0.25064552,0.25108522,0.25195682,0.25268933,0.25371283,0.25375465,0.2551876,0.2563617,0.2565587,0.25809526,0.25806087,0.25872734,0.25960374,0.2601337,0.26197758,0.26208028,0.26279846,0.2626649,0.26321262,0.26458073,0.26485378,0.2661415,0.26623833,0.2655575,0.2665751,0.26655072,0.26694003,0.26729774,0.26803166,0.26799324,0.26854292,0.27024624,0.27071902,0.27300334,0.27589744,0.28247643,0.288879,0.296012,0.30820158,0.3150202,0.32083023,0.32627308,0.32055032,0.32614747,0.3201906,0.31560257,0.30899197,0.32557538,0.30480412
90919011412,14.2,0.6827648,0.67802763,0.6711679,0.6652836,0.6605384,0.65666974,0.65342647,0.6464599,0.6374218,0.6337592,0.62626415,0.62410235,0.6153194,0.6086996,0.60259974,0.59720075,0.59411734,0.5908914,0.58872336,0.58607846,0.5837858,0.58547825,0.5842434,0.5853131,0.58705205,0.5882602,0.5904566,0.59355575,0.5955297,0.59689784,0.60102284,0.6034368,0.6064732,0.6089864,0.61250734,0.6150563,0.617622,0.6204817,0.6229418,0.6239714,0.62582475,0.6282957,0.629963,0.6304979,0.63219404,0.6334806,0.6338618,0.6346113,0.6357309,0.63556105,0.6361077,0.6370259,0.6354631,0.6353635,0.6355976,0.6357456,0.632322,0.63005733,0.62699276,0.6216237,0.61492485,0.60622156,0.59665275,0.58671314,0.57917535,0.5733233,0.5656215,0.56244355,0.559524,0.55807334,0.5570737,0.55582535,0.55495876,0.55358005,0.55098504,0.5500502,0.5492169,0.5485697,0.5494995,0.5484411,0.54861885,0.54754454,0.54873043,0.5489415,0.55006623,0.55036455,0.550211,0.55057317,0.5503217,0.5508728,0.55189663,0.5518367,0.55194074,0.55210733,0.5514728,0.55097383,0.55070025,0.5504026,0.5500521,0.5493516,0.5490948,0.5463354,0.54551595,0.5426165,0.54023796,0.5384773,0.53513384,0.53229755,0.5279307,0.5247099,0.5205285,0.5146703,0.5087408,0.5027339,0.49672163,0.49168468,0.48523682,0.47994933,0.4744367,0.47048,0.4668149,0.46308678,0.45849034,0.4544738,0.4496631,0.4436983,0.43761185,0.42885622,0.41924152,0.40347922,0.3897388,0.3751514,0.3611968,0.3463328,0.33410212,0.32235855,0.3130255,0.3036882,0.29736662,0.2915213,0.28538564,0.28240165,0.27889556,0.27648142,0.27507755,0.2730371,0.27292717,0.2720411,0.27210006,0.2715065,0.27166265,0.27214482,0.27205887,0.27325174,0.2743583,0.27524966,0.27764392,0.2796789,0.28167117,0.2837777,0.28696704,0.2894316,0.2909438,0.29486066,0.29639515,0.2999217,0.3013195,0.30430517,0.306705,0.3088941,0.31109318,0.31344017,0.31573483,0.31864214,0.32021314,0.32216012,0.32461843,0.32582745,0.32841948,0.3302933,0.3320136,0.33349138,0.3344879,0.33735278,0.3389015,0.33969852,0.34132448,0.34397888,0.3455481,0.34661537,0.34907073,0.350183,0.3518623,0.35322136,0.35512984,0.3563981,0.3575197,0.35843346,0.359353,0.36114773,0.36157408,0.36355782,0.36411268,0.36468843,0.36584446,0.36688495,0.36714482,0.36739317,0.36847544,0.36845595,0.37091073,0.3703319,0.37420493,0.37817058,0.3833508,0.39467826,0.4047531,0.4177548,0.42507443,0.4359738,0.442385,0.44320324,0.44143647,0.43858632,0.4373411,0.43475568,0.42092985,0.42601496
90919011428,14.4,0.53876877,0.53579223,0.53137714,0.52324915,0.5237826,0.5185392,0.51501375,0.507107,0.49956247,0.49655467,0.49104732,0.4873914,0.47992343,0.47272453,0.46928012,0.4622109,0.45928594,0.45585948,0.4559788,0.4525166,0.45217523,0.4537212,0.45257297,0.4523044,0.4547529,0.45599777,0.45784986,0.45902827,0.46082217,0.46256566,0.46590883,0.46702516,0.46991214,0.4719202,0.47482726,0.47660932,0.47769257,0.4784436,0.48071685,0.4818317,0.48334196,0.48448384,0.485229,0.48634744,0.48709816,0.48623875,0.48764077,0.4873395,0.48792988,0.4869751,0.4854193,0.4853188,0.4854284,0.48488012,0.4832073,0.48148298,0.48067686,0.47746935,0.47325143,0.4669868,0.46037975,0.45157373,0.44361165,0.43519154,0.42722055,0.42008126,0.41504908,0.412544,0.4109458,0.40929377,0.4089666,0.40775335,0.40608358,0.40498537,0.40539685,0.40422055,0.4030892,0.40323314,0.40364763,0.40209177,0.40193543,0.4029112,0.4039738,0.4048817,0.40494078,0.40606582,0.40637413,0.40777144,0.40668288,0.40730593,0.40830424,0.4075427,0.40781507,0.4089484,0.40858424,0.40791053,0.40751976,0.40687364,0.40636128,0.40624976,0.40513867,0.40320772,0.40184623,0.40018702,0.39752445,0.3949591,0.39206314,0.38808128,0.3848985,0.38101676,0.37610647,0.3721897,0.36755845,0.36114022,0.35591444,0.35160398,0.34669212,0.3417426,0.33772218,0.33395675,0.33041874,0.32678327,0.32314786,0.31998813,0.31591657,0.3111155,0.3061387,0.2991504,0.291521,0.27919146,0.26869708,0.25825605,0.24877885,0.23980354,0.23200053,0.22506502,0.21988581,0.21490933,0.21035902,0.20747478,0.20487483,0.20312819,0.20190372,0.20063365,0.1998164,0.19867821,0.19845416,0.19773805,0.1984105,0.1981314,0.19820191,0.1987117,0.1985824,0.19819963,0.19931515,0.20083892,0.20143631,0.20273888,0.20455803,0.20482825,0.20702404,0.20818412,0.20980364,0.21090434,0.21259102,0.21431218,0.21579815,0.21779697,0.21818443,0.2201364,0.22183749,0.22378427,0.22456911,0.22661911,0.22826238,0.22972229,0.23139454,0.23241161,0.23408394,0.23527187,0.23646295,0.23807608,0.23837201,0.24099581,0.24136853,0.24118964,0.24300744,0.24429587,0.24557503,0.2462024,0.24757332,0.24809204,0.24998742,0.25039235,0.25143495,0.25156495,0.2535146,0.25423434,0.25535846,0.25547594,0.25576577,0.25716633,0.25782987,0.25876012,0.25922742,0.2595011,0.2604522,0.26065955,0.26239774,0.2614926,0.2627902,0.2638432,0.26636156,0.26924703,0.27479997,0.2811416,0.2893011,0.2984153,0.30413654,0.31358927,0.31140542,0.3138877,0.31501275,0.31358632,0.3052766,0.30607557,0.30265325,0.29194716
90919011655,18.4,0.64714074,0.6514004,0.6480877,0.6526792,0.64431244,0.6436449,0.6445988,0.6464331,0.64808446,0.64583004,0.64669895,0.6454396,0.64475733,0.6440048,0.64182395,0.6414445,0.6400503,0.64103675,0.6402876,0.64242405,0.64420813,0.6448865,0.64659435,0.6492936,0.6514368,0.6543344,0.6570222,0.6597494,0.6632823,0.6657034,0.66982937,0.671536,0.6742372,0.6766808,0.6788691,0.6813351,0.68392414,0.6851298,0.6878455,0.6887806,0.6896817,0.68991584,0.69168925,0.6922798,0.6914876,0.6920105,0.69234043,0.6909702,0.69093585,0.6901418,0.6885897,0.6881906,0.6863405,0.68427896,0.6829857,0.6809044,0.67774975,0.6751186,0.6715228,0.6662296,0.6593603,0.6537807,0.6460979,0.63825685,0.6321805,0.6264554,0.6199977,0.61914724,0.61584705,0.61528397,0.6130659,0.6128944,0.61193734,0.6119206,0.61141866,0.61007,0.61049527,0.6109667,0.6115609,0.6117467,0.61231583,0.61409724,0.61479235,0.61692864,0.6190467,0.61908585,0.6209192,0.622102,0.6226425,0.623881,0.6267589,0.6267772,0.6280148,0.6273683,0.6280735,0.6289462,0.6292969,0.6292636,0.63008124,0.62959254,0.6288303,0.62806475,0.6289551,0.6276789,0.626139,0.625859,0.62390244,0.6215501,0.61875963,0.61650175,0.6133692,0.6099475,0.6056033,0.6000858,0.5957041,0.5905385,0.58565974,0.58147705,0.57715756,0.5730439,0.56932425,0.5654215,0.56112266,0.5582581,0.5532258,0.5486754,0.5427047,0.5358294,0.5266331,0.51273257,0.4989405,0.48458198,0.4698731,0.45422965,0.4398453,0.42657897,0.4140691,0.40246734,0.39318484,0.38535148,0.37845212,0.37275612,0.3687988,0.36542156,0.36252913,0.36094734,0.35994852,0.36007082,0.35978964,0.35920227,0.36044893,0.36040798,0.36068946,0.3621465,0.3643655,0.3660194,0.36778483,0.37118772,0.37426066,0.37674424,0.38057318,0.38415825,0.38699925,0.3903175,0.39290518,0.39642218,0.39952126,0.40284452,0.406116,0.40847558,0.41191038,0.41477758,0.4168535,0.41936812,0.42192924,0.42472452,0.4261754,0.42958063,0.43101615,0.43353954,0.43570387,0.43739927,0.4391604,0.44171846,0.44350997,0.4452418,0.44719958,0.44821468,0.45076495,0.45320803,0.4538569,0.45684886,0.45908406,0.46143055,0.46259627,0.46444172,0.46587324,0.4679628,0.46968788,0.47178203,0.47408453,0.47451624,0.47683513,0.47789913,0.47925383,0.48121864,0.4822534,0.48442635,0.48374915,0.4868721,0.48921615,0.491969,0.49675018,0.5044367,0.513447,0.5286373,0.5421181,0.5640949,0.5832093,0.5882522,0.59184813,0.59804446,0.59831065,0.5860409,0.5811377,0.5787021,0.57266384,0.57266796
